variant,round,metric,value
task4,20038.0,score,2.68
task4,20039.0,score,2.7
task4,20040.0,score,2.68
task4,20041.0,score,2.7
task4,20042.0,score,2.77
task4,20043.0,score,2.78
task4,20044.0,score,2.79
task4,20045.0,score,2.79
task4,20046.0,score,2.78
task4,20047.0,score,2.79
task4,20048.0,score,2.72
task4,20049.0,score,2.72
task4,20050.0,score,2.68
task4,20051.0,score,2.67
task4,20052.0,score,2.64
task4,20053.0,score,2.66
task4,20054.0,score,2.61
task4,20055.0,score,2.6
task4,20056.0,score,2.59
task4,20057.0,score,2.58
task4,20058.0,score,2.52
task4,20059.0,score,2.51
task4,20060.0,score,2.54
task4,20061.0,score,2.55
task4,20062.0,score,2.54
task4,20063.0,score,2.55
task4,20064.0,score,2.55
task4,20065.0,score,2.56
task4,20066.0,score,2.5
task4,20067.0,score,2.5
task4,20068.0,score,2.54
task4,20069.0,score,2.53
task4,20070.0,score,2.55
task4,20071.0,score,2.51
task4,20072.0,score,2.52
task4,20073.0,score,2.54
task4,20074.0,score,2.55
task4,20075.0,score,2.52
task4,20076.0,score,2.5
task4,20077.0,score,2.55
task4,20078.0,score,2.54
task4,20079.0,score,2.54
task4,20080.0,score,2.54
task4,20081.0,score,2.55
task4,20082.0,score,2.46
task4,20083.0,score,2.48
task4,20084.0,score,2.46
task4,20085.0,score,2.47
task4,20086.0,score,2.52
task4,20087.0,score,2.51
task4,20088.0,score,2.52
task4,20089.0,score,2.49
task4,20090.0,score,2.5
task4,20091.0,score,2.47
task4,20092.0,score,2.45
task4,20093.0,score,2.44
task4,20094.0,score,2.47
task4,20095.0,score,2.46
task4,20096.0,score,2.46
task4,20097.0,score,2.47
task4,20098.0,score,2.41
task4,20099.0,score,2.4
task4,20100.0,score,2.37
task4,20101.0,score,2.37
task4,20102.0,score,2.39
task4,20103.0,score,2.43
task4,20104.0,score,2.43
task4,20105.0,score,2.46
task4,20106.0,score,2.43
task4,20107.0,score,2.44
task4,20108.0,score,2.47
task4,20109.0,score,2.42
task4,20110.0,score,2.42
task4,20111.0,score,2.41
task4,20112.0,score,2.36
task4,20113.0,score,2.38
task4,20114.0,score,2.37
task4,20115.0,score,2.39
task4,20116.0,score,2.36
task4,20117.0,score,2.35
task4,20118.0,score,2.3
task4,20119.0,score,2.32
task4,20120.0,score,2.36
task4,20121.0,score,2.31
task4,20122.0,score,2.31
task4,20123.0,score,2.29
task4,20124.0,score,2.33
task4,20125.0,score,2.32
task4,20126.0,score,2.29
task4,20127.0,score,2.29
task4,20128.0,score,2.28
task4,20129.0,score,2.22
task4,20130.0,score,2.2
task4,20131.0,score,2.23
task4,20132.0,score,2.17
task4,20133.0,score,2.15
task4,20134.0,score,2.15
task4,20135.0,score,2.16
task4,20136.0,score,2.13
task4,20137.0,score,2.11
task4,20138.0,score,2.13
task4,20139.0,score,2.05
task4,20140.0,score,2.09
task4,20141.0,score,2.09
task4,20142.0,score,2.04
task4,20143.0,score,2.02
task4,20144.0,score,2.02
task4,20145.0,score,2.0
task4,20146.0,score,1.99
task4,20147.0,score,1.97
task4,20148.0,score,2.03
task4,20149.0,score,2.02
task4,20150.0,score,2.07
task4,20151.0,score,2.08
task4,20152.0,score,2.09
task4,20153.0,score,2.07
task4,20154.0,score,2.08
task4,20155.0,score,2.07
task4,20156.0,score,2.07
task4,20157.0,score,2.05
task4,20158.0,score,2.05
task4,20159.0,score,2.12
task4,20160.0,score,2.1
task4,20161.0,score,2.1
task4,20162.0,score,2.1
task4,20163.0,score,2.06
task4,20164.0,score,2.05
task4,20165.0,score,2.04
task4,20166.0,score,2.07
task4,20167.0,score,2.16
task4,20168.0,score,2.12
task4,20169.0,score,2.13
task4,20170.0,score,2.11
task4,20171.0,score,2.13
task4,20172.0,score,2.12
task4,20173.0,score,2.11
task4,20174.0,score,2.11
task4,20175.0,score,2.14
task4,20176.0,score,2.14
task4,20177.0,score,2.09
task4,20178.0,score,2.1
task4,20179.0,score,2.1
task4,20180.0,score,2.14
task4,20181.0,score,2.14
task4,20182.0,score,2.17
task4,20183.0,score,2.16
task4,20184.0,score,2.16
task4,20185.0,score,2.18
task4,20186.0,score,2.19
task4,20187.0,score,2.18
task4,20188.0,score,2.2
task4,20189.0,score,2.19
task4,20190.0,score,2.17
task4,20191.0,score,2.26
task4,20192.0,score,2.26
task4,20193.0,score,2.27
task4,20194.0,score,2.25
task4,20195.0,score,2.24
task4,20196.0,score,2.24
task4,20197.0,score,2.23
task4,20198.0,score,2.23
task4,20199.0,score,2.24
task4,20200.0,score,2.25
task4,20201.0,score,2.24
task4,20202.0,score,2.31
task4,20203.0,score,2.28
task4,20204.0,score,2.3
task4,20205.0,score,2.3
task4,20206.0,score,2.32
task4,20207.0,score,2.28
task4,20208.0,score,2.26
task4,20209.0,score,2.26
task4,20210.0,score,2.27
task4,20211.0,score,2.3
task4,20212.0,score,2.29
task4,20213.0,score,2.27
task4,20214.0,score,2.3
task4,20215.0,score,2.26
task4,20216.0,score,2.26
task4,20217.0,score,2.28
task4,20218.0,score,2.33
task4,20219.0,score,2.33
task4,20220.0,score,2.35
task4,20221.0,score,2.37
task4,20222.0,score,2.3
task4,20223.0,score,2.3
task4,20224.0,score,2.26
task4,20225.0,score,2.27
task4,20226.0,score,2.29
task4,20227.0,score,2.3
task4,20228.0,score,2.32
task4,20229.0,score,2.29
task4,20230.0,score,2.29
task4,20231.0,score,2.23
task4,20232.0,score,2.22
task4,20233.0,score,2.22
task4,20234.0,score,2.21
task4,20235.0,score,2.22
task4,20236.0,score,2.24
task4,20237.0,score,2.24
task4,20238.0,score,2.29
task4,20239.0,score,2.29
task4,20240.0,score,2.26
task4,20241.0,score,2.24
task4,20242.0,score,2.22
task4,20243.0,score,2.23
task4,20244.0,score,2.23
task4,20245.0,score,2.24
task4,20246.0,score,2.29
task4,20247.0,score,2.31
task4,20248.0,score,2.26
task4,20249.0,score,2.29
task4,20250.0,score,2.24
task4,20251.0,score,2.23
task4,20252.0,score,2.22
task4,20253.0,score,2.23
task4,20254.0,score,2.22
task4,20255.0,score,2.26
task4,20256.0,score,2.26
task4,20257.0,score,2.29
task4,20258.0,score,2.27
task4,20259.0,score,2.21
task4,20260.0,score,2.22
task4,20261.0,score,2.21
task4,20262.0,score,2.27
task4,20263.0,score,2.26
task4,20264.0,score,2.28
task4,20265.0,score,2.31
task4,20266.0,score,2.28
task4,20267.0,score,2.2
task4,20268.0,score,2.21
task4,20269.0,score,2.22
task4,20270.0,score,2.22
task4,20271.0,score,2.23
task4,20272.0,score,2.25
task4,20273.0,score,2.24
task4,20274.0,score,2.26
task4,20275.0,score,2.23
task4,20276.0,score,2.22
task4,20277.0,score,2.21
task4,20278.0,score,2.2
task4,20279.0,score,2.2
task4,20280.0,score,2.15
task4,20281.0,score,2.19
task4,20282.0,score,2.21
task4,20283.0,score,2.23
task4,20284.0,score,2.24
task4,20285.0,score,2.21
task4,20286.0,score,2.14
task4,20287.0,score,2.14
task4,20288.0,score,2.12
task4,20289.0,score,2.13
task4,20290.0,score,2.13
task4,20291.0,score,2.05
task4,20292.0,score,2.06
task4,20293.0,score,2.08
task4,20294.0,score,2.07
task4,20295.0,score,2.06
task4,20296.0,score,2.07
task4,20297.0,score,2.05
task4,20298.0,score,2.04
task4,20299.0,score,2.05
task4,20300.0,score,2.07
task4,20301.0,score,2.07
task4,20302.0,score,2.01
task4,20303.0,score,2.0
task4,20304.0,score,1.98
task4,20305.0,score,1.97
task4,20306.0,score,1.97
task4,20307.0,score,1.98
task4,20308.0,score,2.04
task4,20309.0,score,2.07
task4,20310.0,score,2.07
task4,20311.0,score,2.05
task4,20312.0,score,2.04
task4,20313.0,score,2.07
task4,20314.0,score,2.06
task4,20315.0,score,2.09
task4,20316.0,score,2.11
task4,20317.0,score,2.11
task4,20318.0,score,2.09
task4,20319.0,score,2.09
task4,20320.0,score,2.03
task4,20321.0,score,2.0
task4,20322.0,score,2.01
task4,20323.0,score,2.03
task4,20324.0,score,2.05
task4,20325.0,score,2.03
task4,20326.0,score,2.01
task4,20327.0,score,2.02
task4,20328.0,score,2.05
task4,20329.0,score,2.09
task4,20330.0,score,2.13
task4,20331.0,score,2.13
task4,20332.0,score,2.13
task4,20333.0,score,2.15
task4,20334.0,score,2.14
task4,20335.0,score,2.13
task4,20336.0,score,2.11
task4,20337.0,score,2.12
task4,20338.0,score,2.04
task4,20339.0,score,2.07
task4,20340.0,score,2.07
task4,20341.0,score,2.06
task4,20342.0,score,2.06
task4,20343.0,score,2.08
task4,20344.0,score,2.09
task4,20345.0,score,2.08
task4,20346.0,score,2.03
task4,20347.0,score,2.01
task4,20348.0,score,2.01
task4,20349.0,score,1.98
task4,20350.0,score,1.98
task4,20351.0,score,1.97
task4,20352.0,score,1.99
task4,20353.0,score,1.98
task4,20354.0,score,2.0
task4,20355.0,score,1.98
task4,20356.0,score,1.98
task4,20357.0,score,1.95
task4,20358.0,score,1.98
task4,20359.0,score,2.0
task4,20360.0,score,1.97
task4,20361.0,score,1.97
task4,20362.0,score,1.9
task4,20363.0,score,1.9
task4,20364.0,score,1.9
task4,20365.0,score,1.9
task4,20366.0,score,1.91
task4,20367.0,score,1.91
task4,20368.0,score,1.97
task4,20369.0,score,1.95
task4,20370.0,score,2.0
task4,20371.0,score,1.97
task4,20372.0,score,1.95
task4,20373.0,score,1.99
task4,20374.0,score,1.99
task4,20375.0,score,2.05
task4,20376.0,score,2.05
task4,20377.0,score,2.03
task4,20378.0,score,2.09
task4,20379.0,score,2.11
task4,20380.0,score,2.12
task4,20381.0,score,2.07
task4,20382.0,score,2.02
task4,20383.0,score,2.02
task4,20384.0,score,2.0
task4,20385.0,score,1.97
task4,20386.0,score,1.99
task4,20387.0,score,2.02
task4,20388.0,score,2.03
task4,20389.0,score,2.03
task4,20390.0,score,2.04
task4,20391.0,score,2.02
task4,20392.0,score,2.04
task4,20393.0,score,2.06
task4,20394.0,score,2.06
task4,20395.0,score,2.11
task4,20396.0,score,2.12
task4,20397.0,score,2.14
task4,20398.0,score,2.15
task4,20399.0,score,2.13
task4,20400.0,score,2.09
task4,20401.0,score,2.12
task4,20402.0,score,2.1
task4,20403.0,score,2.08
task4,20404.0,score,2.09
task4,20405.0,score,2.09
task4,20406.0,score,2.12
task4,20407.0,score,2.13
task4,20408.0,score,2.06
task4,20409.0,score,2.03
task4,20410.0,score,2.04
task4,20411.0,score,2.06
task4,20412.0,score,2.08
task4,20413.0,score,2.11
task4,20414.0,score,2.1
task4,20415.0,score,2.07
task4,20416.0,score,2.07
task4,20417.0,score,2.05
task4,20418.0,score,2.02
task4,20419.0,score,2.03
task4,20420.0,score,2.03
task4,20421.0,score,2.04
task4,20422.0,score,2.03
task4,20423.0,score,2.01
task4,20424.0,score,1.98
task4,20425.0,score,2.05
task4,20426.0,score,2.08
task4,20427.0,score,2.06
task4,20428.0,score,2.04
task4,20429.0,score,2.02
task4,20430.0,score,1.99
task4,20431.0,score,2.01
task4,20432.0,score,2.04
task4,20433.0,score,2.03
task4,20434.0,score,2.06
task4,20435.0,score,2.06
task4,20436.0,score,2.08
task4,20437.0,score,2.09
task4,20438.0,score,2.11
task4,20439.0,score,2.07
task4,20440.0,score,2.08
task4,20441.0,score,2.1
task4,20442.0,score,2.11
task4,20443.0,score,2.09
task4,20444.0,score,2.09
task4,20445.0,score,2.09
task4,20446.0,score,2.12
task4,20447.0,score,2.16
task4,20448.0,score,2.15
task4,20449.0,score,2.17
task4,20450.0,score,2.17
task4,20451.0,score,2.18
task4,20452.0,score,2.18
task4,20453.0,score,2.21
task4,20454.0,score,2.19
task4,20455.0,score,2.25
task4,20456.0,score,2.26
task4,20457.0,score,2.28
task4,20458.0,score,2.25
task4,20459.0,score,2.23
task4,20460.0,score,2.22
task4,20461.0,score,2.22
task4,20462.0,score,2.23
task4,20463.0,score,2.24
task4,20464.0,score,2.22
task4,20465.0,score,2.26
task4,20466.0,score,2.25
task4,20467.0,score,2.24
task4,20468.0,score,2.19
task4,20469.0,score,2.18
task4,20470.0,score,2.12
task4,20471.0,score,2.13
task4,20472.0,score,2.14
task4,20473.0,score,2.11
task4,20474.0,score,2.11
task4,20475.0,score,2.08
task4,20476.0,score,2.1
task4,20477.0,score,2.11
task4,20478.0,score,2.07
task4,20479.0,score,2.04
task4,20480.0,score,2.04
task4,20481.0,score,2.04
task4,20482.0,score,2.04
task4,20483.0,score,2.02
task4,20484.0,score,2.03
task4,20485.0,score,2.05
task4,20486.0,score,2.05
task4,20487.0,score,2.03
task4,20488.0,score,2.01
task4,20489.0,score,2.01
task4,20490.0,score,1.99
task4,20491.0,score,2.01
task4,20492.0,score,1.98
task4,20493.0,score,1.93
task4,20494.0,score,1.92
task4,20495.0,score,1.89
task4,20496.0,score,1.87
task4,20497.0,score,1.87
task4,20498.0,score,1.89
task4,20499.0,score,1.91
task4,20500.0,score,1.91
task4,20501.0,score,1.88
task4,20502.0,score,1.89
task4,20503.0,score,1.91
task4,20504.0,score,1.92
task4,20505.0,score,1.9
task4,20506.0,score,1.85
task4,20507.0,score,1.84
task4,20508.0,score,1.83
task4,20509.0,score,1.84
task4,20510.0,score,1.82
task4,20511.0,score,1.79
task4,20512.0,score,1.81
task4,20513.0,score,1.75
task4,20514.0,score,1.72
task4,20515.0,score,1.73
task4,20516.0,score,1.72
task4,20517.0,score,1.72
task4,20518.0,score,1.74
task4,20519.0,score,1.72
task4,20520.0,score,1.74
task4,20521.0,score,1.74
task4,20522.0,score,1.75
task4,20523.0,score,1.76
task4,20524.0,score,1.76
task4,20525.0,score,1.68
task4,20526.0,score,1.67
task4,20527.0,score,1.69
task4,20528.0,score,1.7
task4,20529.0,score,1.71
task4,20530.0,score,1.7
task4,20531.0,score,1.71
task4,20532.0,score,1.69
task4,20533.0,score,1.69
task4,20534.0,score,1.66
task4,20535.0,score,1.66
task4,20536.0,score,1.65
task4,20537.0,score,1.64
task4,20538.0,score,1.63
task4,20539.0,score,1.62
task4,20540.0,score,1.62
task4,20541.0,score,1.63
task4,20542.0,score,1.66
task4,20543.0,score,1.66
task4,20544.0,score,1.67
task4,20545.0,score,1.68
task4,20546.0,score,1.66
task4,20547.0,score,1.61
task4,20548.0,score,1.6
task4,20549.0,score,1.6
task4,20550.0,score,1.58
task4,20551.0,score,1.58
task4,20552.0,score,1.58
task4,20553.0,score,1.58
task4,20554.0,score,1.59
task4,20555.0,score,1.53
task4,20556.0,score,1.52
task4,20557.0,score,1.52
task4,20558.0,score,1.53
task4,20559.0,score,1.58
task4,20560.0,score,1.58
task4,20561.0,score,1.57
task4,20562.0,score,1.6
task4,20563.0,score,1.6
task4,20564.0,score,1.63
task4,20565.0,score,1.6
task4,20566.0,score,1.62
task4,20567.0,score,1.62
task4,20568.0,score,1.62
task4,20569.0,score,1.64
task4,20570.0,score,1.64
task4,20571.0,score,1.65
task4,20572.0,score,1.65
task4,20573.0,score,1.65
task4,20574.0,score,1.65
task4,20575.0,score,1.65
task4,20576.0,score,1.63
task4,20577.0,score,1.65
task4,20578.0,score,1.65
task4,20579.0,score,1.65
task4,20580.0,score,1.64
task4,20581.0,score,1.63
task4,20582.0,score,1.64
task4,20583.0,score,1.65
task4,20584.0,score,1.64
task4,20585.0,score,1.63
task4,20586.0,score,1.63
task4,20587.0,score,1.65
task4,20588.0,score,1.67
task4,20589.0,score,1.68
task4,20590.0,score,1.69
task4,20591.0,score,1.67
task4,20592.0,score,1.68
task4,20593.0,score,1.67
task4,20594.0,score,1.69
task4,20595.0,score,1.7
task4,20596.0,score,1.7
task4,20597.0,score,1.71
task4,20598.0,score,1.7
task4,20599.0,score,1.7
task4,20600.0,score,1.72
task4,20601.0,score,1.74
task4,20602.0,score,1.74
task4,20603.0,score,1.73
task4,20604.0,score,1.7
task4,20605.0,score,1.7
task4,20606.0,score,1.71
task4,20607.0,score,1.75
task4,20608.0,score,1.82
task4,20609.0,score,1.81
task4,20610.0,score,1.82
task4,20611.0,score,1.86
task4,20612.0,score,1.83
task4,20613.0,score,1.83
task4,20614.0,score,1.85
task4,20615.0,score,1.88
task4,20616.0,score,1.94
task4,20617.0,score,1.95
task4,20618.0,score,1.95
task4,20619.0,score,1.97
task4,20620.0,score,1.94
task4,20621.0,score,1.93
task4,20622.0,score,1.92
task4,20623.0,score,1.92
task4,20624.0,score,1.92
task4,20625.0,score,1.92
task4,20626.0,score,1.91
task4,20627.0,score,1.9
task4,20628.0,score,1.88
task4,20629.0,score,1.85
task4,20630.0,score,1.85
task4,20631.0,score,1.82
task4,20632.0,score,1.8
task4,20633.0,score,1.81
task4,20634.0,score,1.83
task4,20635.0,score,1.84
task4,20636.0,score,1.85
task4,20637.0,score,1.85
task4,20638.0,score,1.85
task4,20639.0,score,1.85
task4,20640.0,score,1.86
task4,20641.0,score,1.84
task4,20642.0,score,1.8
task4,20643.0,score,1.81
task4,20644.0,score,1.8
task4,20645.0,score,1.81
task4,20646.0,score,1.82
task4,20647.0,score,1.83
task4,20648.0,score,1.83
task4,20649.0,score,1.85
task4,20650.0,score,1.86
task4,20651.0,score,1.87
task4,20652.0,score,1.89
task4,20653.0,score,1.89
task4,20654.0,score,1.87
task4,20655.0,score,1.86
task4,20656.0,score,1.88
task4,20657.0,score,1.88
task4,20658.0,score,1.9
task4,20659.0,score,1.87
task4,20660.0,score,1.85
task4,20661.0,score,1.86
task4,20662.0,score,1.82
task4,20663.0,score,1.83
task4,20664.0,score,1.81
task4,20665.0,score,1.83
task4,20666.0,score,1.81
task4,20667.0,score,1.79
task4,20668.0,score,1.8
task4,20669.0,score,1.8
task4,20670.0,score,1.83
task4,20671.0,score,1.87
task4,20672.0,score,1.88
task4,20673.0,score,1.87
task4,20674.0,score,1.88
task4,20675.0,score,1.88
task4,20676.0,score,1.91
task4,20677.0,score,1.88
task4,20678.0,score,1.93
task4,20679.0,score,1.95
task4,20680.0,score,1.97
task4,20681.0,score,2.0
task4,20682.0,score,2.02
task4,20683.0,score,2.01
task4,20684.0,score,2.01
task4,20685.0,score,2.01
task4,20686.0,score,2.06
task4,20687.0,score,2.04
task4,20688.0,score,2.03
task4,20689.0,score,2.03
task4,20690.0,score,2.03
task4,20691.0,score,2.03
task4,20692.0,score,2.04
task4,20693.0,score,2.05
task4,20694.0,score,2.06
task4,20695.0,score,2.08
task4,20696.0,score,2.09
task4,20697.0,score,2.06
task4,20698.0,score,2.08
task4,20699.0,score,2.08
task4,20700.0,score,2.13
task4,20701.0,score,2.1
task4,20702.0,score,2.11
task4,20703.0,score,2.12
task4,20704.0,score,2.17
task4,20705.0,score,2.19
task4,20706.0,score,2.21
task4,20707.0,score,2.16
task4,20708.0,score,2.12
task4,20709.0,score,2.19
task4,20710.0,score,2.21
task4,20711.0,score,2.19
task4,20712.0,score,2.23
task4,20713.0,score,2.24
task4,20714.0,score,2.22
task4,20715.0,score,2.18
task4,20716.0,score,2.13
task4,20717.0,score,2.11
task4,20718.0,score,2.09
task4,20719.0,score,2.07
task4,20720.0,score,2.08
task4,20721.0,score,2.11
task4,20722.0,score,2.1
task4,20723.0,score,2.11
task4,20724.0,score,2.11
task4,20725.0,score,2.14
task4,20726.0,score,2.15
task4,20727.0,score,2.13
task4,20728.0,score,2.15
task4,20729.0,score,2.18
task4,20730.0,score,2.18
task4,20731.0,score,2.23
task4,20732.0,score,2.29
task4,20733.0,score,2.29
task4,20734.0,score,2.27
task4,20735.0,score,2.26
task4,20736.0,score,2.25
task4,20737.0,score,2.25
task4,20738.0,score,2.25
task4,20739.0,score,2.27
task4,20740.0,score,2.25
task4,20741.0,score,2.27
task4,20742.0,score,2.34
task4,20743.0,score,2.32
task4,20744.0,score,2.33
task4,20745.0,score,2.31
task4,20746.0,score,2.3
task4,20747.0,score,2.3
task4,20748.0,score,2.32
task4,20749.0,score,2.3
task4,20750.0,score,2.32
task4,20751.0,score,2.36
task4,20752.0,score,2.35
task4,20753.0,score,2.34
task4,20754.0,score,2.4
task4,20755.0,score,2.43
task4,20756.0,score,2.41
task4,20757.0,score,2.47
task4,20758.0,score,2.47
task4,20759.0,score,2.47
task4,20760.0,score,2.48
task4,20761.0,score,2.48
task4,20762.0,score,2.49
task4,20763.0,score,2.48
task4,20764.0,score,2.51
task4,20765.0,score,2.47
task4,20766.0,score,2.48
task4,20767.0,score,2.49
task4,20768.0,score,2.46
task4,20769.0,score,2.46
task4,20770.0,score,2.48
task4,20771.0,score,2.42
task4,20772.0,score,2.4
task4,20773.0,score,2.4
task4,20774.0,score,2.39
task4,20775.0,score,2.38
task4,20776.0,score,2.36
task4,20777.0,score,2.39
task4,20778.0,score,2.31
task4,20779.0,score,2.3
task4,20780.0,score,2.29
task4,20781.0,score,2.28
task4,20782.0,score,2.26
task4,20783.0,score,2.27
task4,20784.0,score,2.29
task4,20785.0,score,2.32
task4,20786.0,score,2.31
task4,20787.0,score,2.31
task4,20788.0,score,2.31
task4,20789.0,score,2.3
task4,20790.0,score,2.29
task4,20791.0,score,2.29
task4,20792.0,score,2.28
task4,20793.0,score,2.34
task4,20794.0,score,2.34
task4,20795.0,score,2.29
task4,20796.0,score,2.28
task4,20797.0,score,2.28
task4,20798.0,score,2.24
task4,20799.0,score,2.25
task4,20800.0,score,2.2
task4,20801.0,score,2.22
task4,20802.0,score,2.22
task4,20803.0,score,2.2
task4,20804.0,score,2.15
task4,20805.0,score,2.14
task4,20806.0,score,2.12
task4,20807.0,score,2.13
task4,20808.0,score,2.12
task4,20809.0,score,2.1
task4,20810.0,score,2.14
task4,20811.0,score,2.16
task4,20812.0,score,2.14
task4,20813.0,score,2.14
task4,20814.0,score,2.14
task4,20815.0,score,2.17
task4,20816.0,score,2.18
task4,20817.0,score,2.21
task4,20818.0,score,2.19
task4,20819.0,score,2.18
task4,20820.0,score,2.17
task4,20821.0,score,2.15
task4,20822.0,score,2.2
task4,20823.0,score,2.18
task4,20824.0,score,2.21
task4,20825.0,score,2.19
task4,20826.0,score,2.17
task4,20827.0,score,2.18
task4,20828.0,score,2.15
task4,20829.0,score,2.15
task4,20830.0,score,2.17
task4,20831.0,score,2.13
task4,20832.0,score,2.08
task4,20833.0,score,2.09
task4,20834.0,score,2.11
task4,20835.0,score,2.12
task4,20836.0,score,2.12
task4,20837.0,score,2.12
task4,20838.0,score,2.11
task4,20839.0,score,2.17
task4,20840.0,score,2.23
task4,20841.0,score,2.21
task4,20842.0,score,2.15
task4,20843.0,score,2.18
task4,20844.0,score,2.17
task4,20845.0,score,2.16
task4,20846.0,score,2.15
task4,20847.0,score,2.17
task4,20848.0,score,2.18
task4,20849.0,score,2.17
task4,20850.0,score,2.15
task4,20851.0,score,2.11
task4,20852.0,score,2.1
task4,20853.0,score,2.11
task4,20854.0,score,2.07
task4,20855.0,score,2.03
task4,20856.0,score,2.08
task4,20857.0,score,2.01
task4,20858.0,score,1.99
task4,20859.0,score,1.96
task4,20860.0,score,1.96
task4,20861.0,score,1.96
task4,20862.0,score,2.0
task4,20863.0,score,2.01
task4,20864.0,score,1.99
task4,20865.0,score,1.99
task4,20866.0,score,2.0
task4,20867.0,score,2.02
task4,20868.0,score,2.05
task4,20869.0,score,2.02
task4,20870.0,score,1.99
task4,20871.0,score,2.01
task4,20872.0,score,2.0
task4,20873.0,score,2.0
task4,20874.0,score,1.99
task4,20875.0,score,1.98
task4,20876.0,score,1.97
task4,20877.0,score,1.97
task4,20878.0,score,2.0
task4,20879.0,score,2.0
task4,20880.0,score,2.02
task4,20881.0,score,2.03
task4,20882.0,score,2.05
task4,20883.0,score,2.06
task4,20884.0,score,2.07
task4,20885.0,score,2.06
task4,20886.0,score,2.03
task4,20887.0,score,2.06
task4,20888.0,score,2.06
task4,20889.0,score,2.15
task4,20890.0,score,2.16
task4,20891.0,score,2.18
task4,20892.0,score,2.18
task4,20893.0,score,2.12
task4,20894.0,score,2.1
task4,20895.0,score,2.13
task4,20896.0,score,2.14
task4,20897.0,score,2.15
task4,20898.0,score,2.16
task4,20899.0,score,2.2
task4,20900.0,score,2.2
task4,20901.0,score,2.18
task4,20902.0,score,2.19
task4,20903.0,score,2.2
task4,20904.0,score,2.22
task4,20905.0,score,2.25
task4,20906.0,score,2.29
task4,20907.0,score,2.3
task4,20908.0,score,2.35
task4,20909.0,score,2.3
task4,20910.0,score,2.23
task4,20911.0,score,2.2
task4,20912.0,score,2.18
task4,20913.0,score,2.18
task4,20914.0,score,2.26
task4,20915.0,score,2.23
task4,20916.0,score,2.21
task4,20917.0,score,2.18
task4,20918.0,score,2.19
task4,20919.0,score,2.21
task4,20920.0,score,2.21
task4,20921.0,score,2.2
task4,20922.0,score,2.23
task4,20923.0,score,2.24
task4,20924.0,score,2.22
task4,20925.0,score,2.22
task4,20926.0,score,2.26
task4,20927.0,score,2.3
task4,20928.0,score,2.34
task4,20929.0,score,2.31
task4,20930.0,score,2.29
task4,20931.0,score,2.29
task4,20932.0,score,2.3
task4,20933.0,score,2.26
task4,20934.0,score,2.25
task4,20935.0,score,2.25
task4,20936.0,score,2.26
task4,20937.0,score,2.25
task4,20938.0,score,2.25
task4,20939.0,score,2.18
task4,20940.0,score,2.12
task4,20941.0,score,2.11
task4,20942.0,score,2.11
task4,20943.0,score,2.09
task4,20944.0,score,2.08
task4,20945.0,score,2.1
task4,20946.0,score,2.12
task4,20947.0,score,2.11
task4,20948.0,score,2.09
task4,20949.0,score,2.11
task4,20950.0,score,2.12
task4,20951.0,score,2.11
task4,20952.0,score,2.14
task4,20953.0,score,2.12
task4,20954.0,score,2.12
task4,20955.0,score,2.14
task4,20956.0,score,2.11
task4,20957.0,score,2.18
task4,20958.0,score,2.18
task4,20959.0,score,2.21
task4,20960.0,score,2.2
task4,20961.0,score,2.21
task4,20962.0,score,2.17
task4,20963.0,score,2.16
task4,20964.0,score,2.15
task4,20965.0,score,2.14
task4,20966.0,score,2.14
task4,20967.0,score,2.12
task4,20968.0,score,2.1
task4,20969.0,score,2.11
task4,20970.0,score,2.15
task4,20971.0,score,2.14
task4,20972.0,score,2.16
task4,20973.0,score,2.16
task4,20974.0,score,2.14
task4,20975.0,score,2.19
task4,20976.0,score,2.2
task4,20977.0,score,2.17
task4,20978.0,score,2.16
task4,20979.0,score,2.18
task4,20980.0,score,2.16
task4,20981.0,score,2.16
task4,20982.0,score,2.15
task4,20983.0,score,2.14
task4,20984.0,score,2.13
task4,20985.0,score,2.1
task4,20986.0,score,2.1
task4,20987.0,score,2.08
task4,20988.0,score,2.11
task4,20989.0,score,2.01
task4,20990.0,score,2.02
task4,20991.0,score,2.03
task4,20992.0,score,2.03
task4,20993.0,score,2.05
task4,20994.0,score,2.05
task4,20995.0,score,2.02
task4,20996.0,score,2.02
task4,20997.0,score,2.02
task4,20998.0,score,2.01
task4,20999.0,score,1.95
task4,21000.0,score,1.95
task4,21001.0,score,1.95
task4,21002.0,score,1.91
task4,21003.0,score,1.9
task4,21004.0,score,1.91
task4,21005.0,score,1.87
task4,21006.0,score,1.83
task4,21007.0,score,1.81
task4,21008.0,score,1.75
task4,21009.0,score,1.76
task4,21010.0,score,1.76
task4,21011.0,score,1.75
task4,21012.0,score,1.74
task4,21013.0,score,1.76
task4,21014.0,score,1.7
task4,21015.0,score,1.77
task4,21016.0,score,1.76
task4,21017.0,score,1.78
task4,21018.0,score,1.79
task4,21019.0,score,1.8
task4,21020.0,score,1.81
task4,21021.0,score,1.83
task4,21022.0,score,1.83
task4,21023.0,score,1.83
task4,21024.0,score,1.83
task4,21025.0,score,1.82
task4,21026.0,score,1.79
task4,21027.0,score,1.75
task4,21028.0,score,1.79
task4,21029.0,score,1.79
task4,21030.0,score,1.79
task4,21031.0,score,1.79
task4,21032.0,score,1.79
task4,21033.0,score,1.81
task4,21034.0,score,1.79
task4,21035.0,score,1.82
task4,21036.0,score,1.81
